java_file,rust_file,target_crate,rust_type,capability,status,test_evidence,source_commit
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/DummyRecordHandler.java,easyexcel/src/analysis/v03/handlers/dummy_record_handler.rs,easyexcel,dummy_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/EofRecordHandler.java,easyexcel/src/analysis/v03/handlers/eof_record_handler.rs,easyexcel,eof_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/FormulaRecordHandler.java,easyexcel/src/analysis/v03/handlers/formula_record_handler.rs,easyexcel,formula_record_handler,read,in_progress,easyexcel_reader::analysis::v03::handlers::formula_record_handler::tests::process_record_decodes_numeric_boolean_error_and_empty_results|easyexcel_reader::analysis::v03::xls_record_dispatcher::tests::formula_string_record_completes_pending_cached_result_across_continue,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/HyperlinkRecordHandler.java,easyexcel/src/analysis/v03/handlers/hyperlink_record_handler.rs,easyexcel,hyperlink_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/IndexRecordHandler.java,easyexcel/src/analysis/v03/handlers/index_record_handler.rs,easyexcel,index_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/LabelRecordHandler.java,easyexcel/src/analysis/v03/handlers/label_record_handler.rs,easyexcel,label_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/LabelSstRecordHandler.java,easyexcel/src/analysis/v03/handlers/label_sst_record_handler.rs,easyexcel,label_sst_record_handler,read,in_progress,easyexcel_reader::analysis::v03::xls_record_dispatcher::tests::sst_continue_resolves_following_label_sst|easyexcel_reader::analysis::v03::handlers::label_sst_record_handler::tests::auto_trim_strips_whitespace,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/MergeCellsRecordHandler.java,easyexcel/src/analysis/v03/handlers/merge_cells_record_handler.rs,easyexcel,merge_cells_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/NoteRecordHandler.java,easyexcel/src/analysis/v03/handlers/note_record_handler.rs,easyexcel,note_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/NumberRecordHandler.java,easyexcel/src/analysis/v03/handlers/number_record_handler.rs,easyexcel,number_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/ObjRecordHandler.java,easyexcel/src/analysis/v03/handlers/obj_record_handler.rs,easyexcel,obj_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/RkRecordHandler.java,easyexcel/src/analysis/v03/handlers/rk_record_handler.rs,easyexcel,rk_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/SstRecordHandler.java,easyexcel/src/analysis/v03/handlers/sst_record_handler.rs,easyexcel,sst_record_handler,read,in_progress,easyexcel_reader::analysis::v03::biff_string::tests::continuation_can_switch_character_width_mid_string|rich_runs_and_extensions_may_cross_record_boundaries|easyexcel_reader::analysis::v03::xls_sax_analyser::tests::execute_walks_real_workbook_biff_records,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/StringRecordHandler.java,easyexcel/src/analysis/v03/handlers/string_record_handler.rs,easyexcel,string_record_handler,read,in_progress,easyexcel_reader::analysis::v03::xls_record_dispatcher::tests::formula_string_record_completes_pending_cached_result_across_continue|finish_records_rejects_truncated_continuable_record,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v03/handlers/TextObjectRecordHandler.java,easyexcel/src/analysis/v03/handlers/text_object_record_handler.rs,easyexcel,text_object_record_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/XlsxSaxAnalyser.java,easyexcel/src/analysis/v07/xlsx_sax_analyser.rs,easyexcel,xlsx_sax_analyser,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/AbstractCellValueTagHandler.java,easyexcel/src/analysis/v07/handlers/abstract_cell_value_tag_handler.rs,easyexcel,abstract_cell_value_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/AbstractXlsxTagHandler.java,easyexcel/src/analysis/v07/handlers/abstract_xlsx_tag_handler.rs,easyexcel,abstract_xlsx_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/CellFormulaTagHandler.java,easyexcel/src/analysis/v07/handlers/cell_formula_tag_handler.rs,easyexcel,cell_formula_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/CellInlineStringValueTagHandler.java,easyexcel/src/analysis/v07/handlers/cell_inline_string_value_tag_handler.rs,easyexcel,cell_inline_string_value_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/CellTagHandler.java,easyexcel/src/analysis/v07/handlers/cell_tag_handler.rs,easyexcel,cell_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/CellValueTagHandler.java,easyexcel/src/analysis/v07/handlers/cell_value_tag_handler.rs,easyexcel,cell_value_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/CountTagHandler.java,easyexcel/src/analysis/v07/handlers/count_tag_handler.rs,easyexcel,count_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/HyperlinkTagHandler.java,easyexcel/src/analysis/v07/handlers/hyperlink_tag_handler.rs,easyexcel,hyperlink_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/MergeCellTagHandler.java,easyexcel/src/analysis/v07/handlers/merge_cell_tag_handler.rs,easyexcel,merge_cell_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/RowTagHandler.java,easyexcel/src/analysis/v07/handlers/row_tag_handler.rs,easyexcel,row_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/XlsxTagHandler.java,easyexcel/src/analysis/v07/handlers/xlsx_tag_handler.rs,easyexcel,xlsx_tag_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/sax/SharedStringsTableHandler.java,easyexcel/src/analysis/v07/handlers/sax/shared_strings_table_handler.rs,easyexcel,shared_strings_table_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/analysis/v07/handlers/sax/XlsxRowHandler.java,easyexcel/src/analysis/v07/handlers/sax/xlsx_row_handler.rs,easyexcel,xlsx_row_handler,read,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/ExcelIgnore.java,crates/easyexcel-derive/src/annotation/excel_ignore.rs,easyexcel-derive,excel_ignore,annotation,complete,annotation_contract::exposes_all_java_annotation_metadata;annotation_mapping_tests::derive_applies_ignore_and_format_annotations_to_real_model_mapping,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/ExcelIgnoreUnannotated.java,crates/easyexcel-derive/src/annotation/excel_ignore_unannotated.rs,easyexcel-derive,excel_ignore_unannotated,annotation,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/ExcelProperty.java,crates/easyexcel-derive/src/annotation/excel_property.rs,easyexcel-derive,excel_property,annotation,complete,annotation_contract::exposes_all_java_annotation_metadata;annotation_mapping_tests::excel_property_value_writes_merges_and_reads_multi_level_head,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/format/DateTimeFormat.java,crates/easyexcel-derive/src/annotation/format/date_time_format.rs,easyexcel-derive,date_time_format,annotation,complete,annotation_contract::exposes_all_java_annotation_metadata;annotation_mapping_tests::derive_applies_ignore_and_format_annotations_to_real_model_mapping,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/format/NumberFormat.java,crates/easyexcel-derive/src/annotation/format/number_format.rs,easyexcel-derive,number_format,annotation,complete,annotation_contract::exposes_all_java_annotation_metadata;annotation_mapping_tests::derive_applies_ignore_and_format_annotations_to_real_model_mapping,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/write/style/ColumnWidth.java,crates/easyexcel-derive/src/annotation/write/style/column_width.rs,easyexcel-derive,column_width,write,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/write/style/ContentFontStyle.java,crates/easyexcel-derive/src/annotation/write/style/content_font_style.rs,easyexcel-derive,content_font_style,write,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/write/style/ContentLoopMerge.java,crates/easyexcel-derive/src/annotation/write/style/content_loop_merge.rs,easyexcel-derive,content_loop_merge,write,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/write/style/ContentRowHeight.java,crates/easyexcel-derive/src/annotation/write/style/content_row_height.rs,easyexcel-derive,content_row_height,write,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/write/style/ContentStyle.java,crates/easyexcel-derive/src/annotation/write/style/content_style.rs,easyexcel-derive,content_style,write,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/write/style/HeadFontStyle.java,crates/easyexcel-derive/src/annotation/write/style/head_font_style.rs,easyexcel-derive,head_font_style,write,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/write/style/HeadRowHeight.java,crates/easyexcel-derive/src/annotation/write/style/head_row_height.rs,easyexcel-derive,head_row_height,write,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/write/style/HeadStyle.java,crates/easyexcel-derive/src/annotation/write/style/head_style.rs,easyexcel-derive,head_style,write,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/annotation/write/style/OnceAbsoluteMerge.java,crates/easyexcel-derive/src/annotation/write/style/once_absolute_merge.rs,easyexcel-derive,once_absolute_merge,write,complete,annotation_contract::exposes_all_java_annotation_metadata,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/cache/Ehcache.java,easyexcel-cache/src/cache/shared_string_cache_policy.rs|easyexcel-cache/src/cache/shared_string_cache.rs|easyexcel/src/cache/read_cache.rs|easyexcel/src/cache/selector/,easyexcel-cache|easyexcel,SharedStringCachePolicy|SharedStringCacheHandle|ReadCache|ReadCacheSelector,cache/idiomatic_alternative,complete,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/cache/MapCache.java,easyexcel/src/cache/map_cache.rs,easyexcel,map_cache,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/cache/ReadCache.java,easyexcel/src/cache/read_cache.rs,easyexcel,read_cache,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/cache/XlsCache.java,easyexcel/src/cache/xls_cache.rs,easyexcel,xls_cache,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/cache/selector/EternalReadCacheSelector.java,easyexcel/src/cache/selector/eternal_read_cache_selector.rs,easyexcel,eternal_read_cache_selector,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/cache/selector/ReadCacheSelector.java,easyexcel/src/cache/selector/read_cache_selector.rs,easyexcel,read_cache_selector,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/cache/selector/SimpleReadCacheSelector.java,easyexcel/src/cache/selector/simple_read_cache_selector.rs,easyexcel,simple_read_cache_selector,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/constant/BuiltinFormats.java,easyexcel/src/constant/builtin_formats.rs,easyexcel,builtin_formats,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/constant/EasyExcelConstants.java,easyexcel/src/constant/easy_excel_constants.rs,easyexcel,easy_excel_constants,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/constant/ExcelXmlConstants.java,easyexcel/src/constant/excel_xml_constants.rs,easyexcel,excel_xml_constants,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/constant/OrderConstant.java,easyexcel/src/constant/order_constant.rs,easyexcel,order_constant,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/AnalysisContext.java,easyexcel/src/context/analysis_context.rs,easyexcel,analysis_context,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/AnalysisContextImpl.java,easyexcel/src/context/analysis_context_impl.rs,easyexcel,analysis_context_impl,core,in_progress,,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/WriteContext.java,easyexcel/src/context/write_context.rs,easyexcel,write_context,core,in_progress,write_context::tests::finish_write_context_dispatches_to_resource_owner;excel_builder::tests::excel_builder_impl_delegates_add_content_and_finish;easyexcel_writer::excel_builder::tests::live_current_write_holder_tracks_resolved_sheet_and_table_state;easyexcel_writer::excel_builder::tests::template_fill_updates_the_same_live_current_holder;easyexcel_writer::tests::table_holder_runs_supplementary_callbacks_then_own_parent_row_chain;easyexcel_writer::tests::live_holder_converter_map_matches_sheet_and_table_write_precedence,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/WriteContextImpl.java,easyexcel/src/context/write_context_impl.rs,easyexcel,write_context_impl,core,in_progress,write_context::tests::finish_write_context_dispatches_to_resource_owner;excel_builder::tests::excel_builder_impl_delegates_add_content_and_finish;easyexcel_writer::excel_builder::tests::live_current_write_holder_tracks_resolved_sheet_and_table_state;easyexcel_writer::excel_builder::tests::template_fill_updates_the_same_live_current_holder,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/csv/CsvReadContext.java,easyexcel/src/context/csv/csv_read_context.rs,easyexcel,csv_read_context,core,complete,easyexcel_reader::context::tests::format_contexts_expose_resolved_workbook_and_current_sheet_holders;easyexcel_reader::context::tests::typed_current_sheet_preserves_java_duplicate_read_error,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/csv/DefaultCsvReadContext.java,easyexcel/src/context/csv/default_csv_read_context.rs,easyexcel,default_csv_read_context,core,complete,easyexcel_reader::context::tests::format_contexts_expose_resolved_workbook_and_current_sheet_holders;easyexcel_reader::context::tests::typed_current_sheet_preserves_java_duplicate_read_error,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/xls/DefaultXlsReadContext.java,easyexcel/src/context/xls/default_xls_read_context.rs,easyexcel,default_xls_read_context,core,complete,easyexcel_reader::context::tests::format_contexts_expose_resolved_workbook_and_current_sheet_holders;easyexcel_reader::context::tests::typed_current_sheet_preserves_java_duplicate_read_error,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/xls/XlsReadContext.java,easyexcel/src/context/xls/xls_read_context.rs,easyexcel,xls_read_context,core,complete,easyexcel_reader::context::tests::format_contexts_expose_resolved_workbook_and_current_sheet_holders;easyexcel_reader::context::tests::typed_current_sheet_preserves_java_duplicate_read_error,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/xlsx/DefaultXlsxReadContext.java,easyexcel/src/context/xlsx/default_xlsx_read_context.rs,easyexcel,default_xlsx_read_context,core,complete,easyexcel_reader::context::tests::format_contexts_expose_resolved_workbook_and_current_sheet_holders;easyexcel_reader::context::tests::typed_current_sheet_preserves_java_duplicate_read_error,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/context/xlsx/XlsxReadContext.java,easyexcel/src/context/xlsx/xlsx_read_context.rs,easyexcel,xlsx_read_context,core,complete,easyexcel_reader::context::tests::format_contexts_expose_resolved_workbook_and_current_sheet_holders;easyexcel_reader::context::tests::typed_current_sheet_preserves_java_duplicate_read_error,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/AutoConverter.java,easyexcel/src/converters/auto_converter.rs,easyexcel,auto_converter,converter,complete,easyexcel_core::converter::auto_converter::tests::auto_converter_is_a_non_invokable_type_lookup_sentinel,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/Converter.java,easyexcel/src/converters/converter.rs,easyexcel,converter,converter,complete,round_trip::converter_write_cell_data_style_reaches_xlsx_xls_csv_and_template_backends;nullable_converter_tests::derive_and_facade_apply_java_nullable_converter_gate_end_to_end,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/ConverterKeyBuild.java,easyexcel/src/converters/converter_key_build.rs,easyexcel,converter_key_build,converter,complete,easyexcel_core::converter::converter_key_build::tests::converter_key_uses_both_rust_and_excel_types;easyexcel_writer::tests::csv_uses_java_target_string_converter_before_cell_handlers,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/DefaultConverterLoader.java,easyexcel/src/converters/default_converter_loader.rs,easyexcel,default_converter_loader,converter,complete,easyexcel_core::converter::default_converter_loader::tests::default_write_registry_contains_real_scalar_converters;easyexcel_core::converter::default_converter_loader::tests::default_read_registry_dispatches_by_target_and_cell_type;easyexcel::tests::registered_write_converter_uses_latest_registration_and_field_precedence;easyexcel::tests::registered_read_converter_uses_latest_registration_and_field_precedence;easyexcel_writer::tests::stateless_xlsx_and_xls_materialize_default_write_converters;round_trip::default_registry_writes_type_erased_input_stream_as_image,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/NullableObjectConverter.java,easyexcel/src/converters/nullable_object_converter.rs,easyexcel,nullable_object_converter,converter,complete,easyexcel_core::converter_registry::tests::empty_read_invokes_only_nullable_object_converter;easyexcel_core::converter_registry::tests::absent_option_write_invokes_only_nullable_object_converter;nullable_converter_tests::derive_and_facade_apply_java_nullable_converter_gate_end_to_end,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/ReadConverterContext.java,easyexcel/src/converters/read_converter_context.rs,easyexcel,read_converter_context,converter,complete,easyexcel_core::converter_registry::tests::empty_read_invokes_only_nullable_object_converter;number_format_converter_tests::xlsx_model_mapping_uses_source_display_and_error_converters_end_to_end,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/WriteConverterContext.java,easyexcel/src/converters/write_converter_context.rs,easyexcel,write_converter_context,converter,complete,easyexcel_core::converter_registry::tests::absent_option_write_invokes_only_nullable_object_converter;nullable_converter_tests::derive_and_facade_apply_java_nullable_converter_gate_end_to_end,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/bigdecimal/BigDecimalBooleanConverter.java,easyexcel/src/converters/bigdecimal/big_decimal_boolean_converter.rs,easyexcel,big_decimal_boolean_converter,converter,complete,easyexcel_core::converter::boolean_support::tests::scalar_boolean_converters_use_exact_java_zero_one_rules,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/bigdecimal/BigDecimalNumberConverter.java,easyexcel/src/converters/bigdecimal/big_decimal_number_converter.rs,easyexcel,big_decimal_number_converter,converter,complete,easyexcel_core::converter::number_support::tests::number_converters_match_java_big_decimal_accessors;easyexcel_core::converter::number_support::tests::number_converters_write_decimal_cells_and_preserve_number_format,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/bigdecimal/BigDecimalStringConverter.java,easyexcel/src/converters/bigdecimal/big_decimal_string_converter.rs,easyexcel,big_decimal_string_converter,converter,complete,easyexcel_core::converter::number_support::tests::string_number_converters_cover_all_java_numeric_types_and_wrapping;easyexcel_core::converter::number_support::tests::string_number_converters_match_decimal_format_and_rounding_modes,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/biginteger/BigIntegerBooleanConverter.java,easyexcel/src/converters/biginteger/big_integer_boolean_converter.rs,easyexcel,big_integer_boolean_converter,converter,complete,easyexcel_core::converter::boolean_support::tests::scalar_boolean_converters_use_exact_java_zero_one_rules,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/biginteger/BigIntegerNumberConverter.java,easyexcel/src/converters/biginteger/big_integer_number_converter.rs,easyexcel,big_integer_number_converter,converter,complete,easyexcel_core::converter::number_support::tests::number_converters_match_java_big_decimal_accessors;easyexcel_core::converter::number_support::tests::number_converters_write_decimal_cells_and_preserve_number_format,3afdea9d
easyexcel-core/src/main/java/com/alibaba/excel/converters/biginteger/BigIntegerStringConverter.java,easyexcel/src/converters/biginteger/big_integer_string_converter.rs,easyexcel,big_integer_string_converter,converter,complete,easyexcel_core::converter::number_support::tests::string_number_converters_cover_all_java_numeric_types_and_wrapping;easyexcel_core::util::number_utils::tests::decimal_format_matches_java_golden_patterns,3afdea9d
